review_date,handle,helpfulness_rating,review,sentiment,combined_text,cleaned_text,num_tokens
7-May-20,Denice Vest,,Didn’t last very long.... no longer keeps coffee hot...,negative,Didn’t last very long.... no longer keeps coffee hot...,last long longer keep coffee hot,6
31-Jul-14,Blackcloud Ar.,,"Water collects below where coffee is from steam while making coffee.  Has to be wiped up each time.  When I called Hamilton Beach to complain about it, before I could even start telling her the problem, she said, ""Are you calling about water collecting in base?""  She says everyone calling complains about it and in fact, they have same pot in their own office and it does the same thing. Would not do anything about it.",negative,"Water collects below where coffee is from steam while making coffee.  Has to be wiped up each time.  When I called Hamilton Beach to complain about it, before I could even start telling her the problem, she said, ""Are you calling about water collecting in base?""  She says everyone calling complains about it and in fact, they have same pot in their own office and it does the same thing. Would not do anything about it.",water collect coffee steam make coffee wipe time call hamilton beach complain could even start tell problem say call water collecting base say everyone call complains fact pot office thing would anything,32
13-Mar-21,Heather Cox,,Coffee runs all over when you fill your cup.,negative,Coffee runs all over when you fill your cup.,coffee run fill cup,4
27-Feb-17,Losse,,I ran 48 cups of water through it.  Still has a strong plastic smell to the water.  Looks like it would have been a cool coffee maker otherwise.,negative,I ran 48 cups of water through it.  Still has a strong plastic smell to the water.  Looks like it would have been a cool coffee maker otherwise.,run 48 cup water still strong plastic smell water look like would cool coffee maker otherwise,16
30-Mar-21,Julie,,"It is the messiest coffee maker I have had and I've had Hamilton Beach before but, this model is messy.",negative,"It is the messiest coffee maker I have had and I've had Hamilton Beach before but, this model is messy.",messy coffee maker hamilton beach model messy,7
4-May-21,Seth H.,,Started leaking at base within a few days of using it.,negative,Started leaking at base within a few days of using it.,start leak base within day use,6
23-Nov-16,Ben,One,"Product almost lasted 6 months, not pumping the water any longer, also, they painted the metal piece that conducts heat in the container that holds coffee, how could they not know that the paint would come off and end up in my coffee cup?",negative,"Product almost lasted 6 months, not pumping the water any longer, also, they painted the metal piece that conducts heat in the container that holds coffee, how could they not know that the paint would come off and end up in my coffee cup?",product almost lasted month pump water long also paint metal piece conduct heat container hold coffee could know paint would come end coffee cup,24
17-Feb-20,Linda,,Leaked from the first time we used it. Arrived with only one piece of styrofoam in the box. Felt like this wasn’t new or had been returned.,negative,Leaked from the first time we used it. Arrived with only one piece of styrofoam in the box. Felt like this wasn’t new or had been returned.,leak first time use arrive one piece styrofoam box felt like new return,13
4-Sep-14,Amazon Customer,,"This is a revised review.  This coffee maker is a total disappointed.  It leaks a lot of water all over countertop, as other reviews have said.  Also after 4 months it has stared to make a lot of noise.  I am a previous owner of BrewStations and loved them.  This one is awful and will not purchase another one",negative,"This is a revised review.  This coffee maker is a total disappointed.  It leaks a lot of water all over countertop, as other reviews have said.  Also after 4 months it has stared to make a lot of noise.  I am a previous owner of BrewStations and loved them.  This one is awful and will not purchase another one",revise review coffee maker total disappointed leak lot water countertop review say also month star make lot noise previous owner brewstations love one awful purchase another one,27
16-Dec-20,REBECCA STANLEY,,I'm going to have to return this for the second time.  This leaks where you push in with the cup to get the coffee.  I'm very disappointed because I had one several years ago and loved it.,negative,I'm going to have to return this for the second time.  This leaks where you push in with the cup to get the coffee.  I'm very disappointed because I had one several years ago and loved it.,go return second time leak push cup get coffee disappointed one several year ago love,15
21-Jan-16,Jef!,,Waste of $30.  Coffee comes out lukewarm (so I guess it's great if you only plan on making iced drinks). Wish I hadn't thrown away the box - I would return this thing today.,negative,Waste of $30.  Coffee comes out lukewarm (so I guess it's great if you only plan on making iced drinks). Wish I hadn't thrown away the box - I would return this thing today.,waste 30 coffee come lukewarm guess great plan make iced drink wish throw away box would return thing today,19
27-May-20,rose luzzo,,The product was bent when I received it and had a dent in the front of it,negative,The product was bent when I received it and had a dent in the front of it,product bent receive dent front,5
12-Apr-19,rebecca zahornasky,,less than a month after getting it the power light stopped working no clue if it's on or off the coffee doesn't stay hot even on 4 hour keep warm,negative,less than a month after getting it the power light stopped working no clue if it's on or off the coffee doesn't stay hot even on 4 hour keep warm,less month get power light stop work clue coffee stay hot even hour keep warm,15
